,State,County,State_abb,"Population Estimate, 2012","Population Estimate, 2016",%change_Pop_2012_2016,Percent_Change_Groc_Stor_12_16,"SNAP-authorized stores (% change), 2012-16","SNAP-authorized stores/1,000 pop (% change), 2012-16","Fast-food restaurants (% change), 2012-16",percentage_Change_FSerResta_2012 -2016,Fast Food Restaurant,Full Service Restaurant,WIC-authorized stores,SNAPS Autorized Stores,Grocery Stores,Super Centres,Convenient Stores,Specialized Food Stores,SNAPAuthStores(%),SNAP redemptions_SNAP-authorized stores(Dollars per Store),SNAP participants (% pop),Farmer Market(Count),Farmers' _markets_acceptin_g SNAP,Adult Diabetes Rate(%),Adult Obesity(%),No. of Recreation and Fitness Facilities,Population>65 Yrs(%),Poulation<18(%),Median House Hold Income,Poverty Rate(%),Persistent Poverty Counties,Child Poverty Rate(%),Population Loss Counties,PCH_REDEMP_SNAPS_12_16,PCH_SNAP_12_16
1917, North Carolina,Dare ,NC,34453,35964,4.2,-5.88,49.71,43.92,-7.462686567,4.918032787,62,128,11,42.42,16,0,35,12,,130937.84,15.44,2,0.0,9.8,27.4,2,15.23,20.02,53585.0,10.3,0,17.8,0.0,-38.58714049,-1.5205929980000001
1918, North Carolina,Davidson ,NC,163474,164926,0.88,3.13,15.67,14.5,25.71428571,-6.3636363639999995,88,103,29,158.08,33,3,85,5,,224795.08,15.44,3,0.0,11.0,31.4,14,14.36,23.87,46400.0,14.1,0,21.3,0.0,-27.83433108,-1.5205929980000001
1919, North Carolina,Davie ,NC,41323,42013,1.64,0.0,12.47,10.91,38.095238099999996,25.0,29,30,7,36.08,4,1,22,0,,183749.98,15.44,3,0.0,10.9,29.1,3,16.56,23.64,52525.0,12.3,0,18.4,0.0,-25.56652148,-1.5205929980000001
1920, North Carolina,Duplin ,NC,59466,58969,-0.84,-7.69,25.24,27.5,28.57142857,-10.71428571,36,25,12,65.33,12,1,36,4,,209858.74,15.44,0,0.0,13.8,32.0,1,14.18,25.42,38397.0,24.9,0,34.1,0.0,-24.49855714,-1.5205929980000001
1921, North Carolina,Durham ,NC,282676,306212,7.69,-4.08,22.24,11.63,8.641975309,4.109589041,264,228,58,228.08,47,7,109,13,,281490.26,15.44,6,2.0,8.7,29.2,41,9.76,22.54,53875.0,17.1,0,26.0,0.0,-26.34297716,-1.5205929980000001
1922, North Carolina,Edgecombe ,NC,55746,53318,-4.55,9.09,6.05,11.29,-13.79310345,-16.66666667,25,15,18,62.83,12,1,33,1,,291266.08,15.44,1,0.0,16.4,40.8,2,14.33,24.54,32529.0,27.8,0,42.6,0.0,7.152359818,-1.5205929980000001
1923, North Carolina,Forsyth ,NC,357815,371511,3.69,16.92,8.26,4.36,11.885245900000001,-2.857142857,273,272,82,331.08,76,9,167,20,,267920.0,15.44,6,1.0,11.2,31.4,49,12.98,24.35,47346.0,18.1,0,28.5,0.0,-11.72809476,-1.5205929980000001
1924, North Carolina,Franklin ,NC,61537,64705,4.9,-22.22,19.44,13.47,-10.71428571,53.84615385,25,20,12,67.08,7,1,37,0,,202758.0,15.44,1,0.0,14.0,31.2,4,12.67,24.52,48009.0,16.0,0,22.5,0.0,-26.28927831,-1.5205929980000001
1925, North Carolina,Gaston ,NC,208128,216965,4.07,6.67,3.15,-1.09,13.88888889,0.833333333,164,121,31,218.58,32,6,104,6,,268717.83,15.44,5,0.0,13.7,33.3,18,13.24,23.89,45031.0,17.3,0,25.0,0.0,-19.2227107,-1.5205929980000001
1926, North Carolina,Gates ,NC,11919,11478,-3.84,50.0,-5.31,-2.08,-100.0,-25.0,0,3,2,8.92,3,0,9,1,,82371.71,15.44,0,0.0,12.9,33.9,0,15.01,23.8,46387.0,16.7,0,23.5,0.0,16.65319198,-1.5205929980000001
1927, North Carolina,Graham ,NC,8707,8558,-1.74,0.0,8.43,10.23,25.0,75.0,5,7,3,7.5,2,0,6,0,,177194.0,15.44,1,0.0,12.0,27.5,0,19.66,21.59,33827.0,21.0,0,32.6,0.0,-22.81369098,-1.5205929980000001
1928, North Carolina,Granville ,NC,57764,59031,2.15,-22.22,14.7,17.43,-6.0606060610000005,-5.263157895,31,18,17,59.83,7,1,39,0,,141241.97,15.44,3,0.0,12.1,35.8,3,12.42,22.25,50314.0,16.0,0,21.8,0.0,-24.25882134,-1.5205929980000001
1929, North Carolina,Greene ,NC,21392,21168,-1.06,150.0,10.94,12.31,0.0,100.0,5,8,6,17.75,5,0,11,0,,166349.56,15.44,1,1.0,12.7,35.9,0,12.48,23.18,35060.0,25.4,0,34.5,0.0,-5.653492516,-1.5205929980000001
1930, North Carolina,Guilford ,NC,500841,521330,3.93,15.96,10.02,5.71,8.997429306,-1.201923077,424,411,94,474.83,109,8,251,30,,292989.81,15.44,4,3.0,10.3,30.7,59,12.31,23.44,48283.0,15.7,0,23.5,0.0,-14.97205849,-1.5205929980000001
1931, North Carolina,Halifax ,NC,53866,51766,-4.06,-22.73,0.1,4.43,2.325581395,-3.125,44,31,27,81.08,17,1,53,5,,277844.12,15.44,1,0.0,13.7,39.0,1,16.16,23.07,31952.0,27.9,1,39.1,0.0,-7.350482575,-1.5205929980000001
1932, North Carolina,Harnett ,NC,122220,130881,6.62,25.0,15.84,8.1,41.81818182,29.26829268,78,53,24,89.58,20,1,48,0,,286639.05,15.44,3,0.0,10.6,33.2,10,10.42,27.75,48301.0,17.7,0,23.8,0.0,-17.8868813,-1.5205929980000001
1933, North Carolina,Haywood ,NC,58796,60682,3.11,0.0,20.09,16.58,0.0,-6.349206349,38,59,9,45.83,10,1,36,4,,285489.8,15.44,4,1.0,12.3,30.0,1,21.03,19.54,43573.0,17.6,0,27.3,0.0,-26.85933128,-1.5205929980000001
1934, North Carolina,Henderson ,NC,108014,114209,5.42,0.0,24.78,18.28,1.694915254,-4.285714286,60,67,13,69.67,23,2,41,6,,230766.41,15.44,4,1.0,9.9,27.1,12,22.36,20.57,47280.0,13.1,0,21.1,0.0,-34.85421237,-1.5205929980000001
1935, North Carolina,Hertford ,NC,24414,24136,-1.15,14.29,1.9,3.18,28.57142857,16.66666667,18,14,7,40.17,8,0,18,3,,303803.83,15.44,0,0.0,14.4,36.9,1,15.8,21.07,34453.0,26.9,0,37.6,0.0,3.234454064,-1.5205929980000001
1936, North Carolina,Hoke ,NC,50413,53262,5.35,-14.29,21.04,14.85,8.333333332999999,0.0,13,6,7,42.67,6,1,25,0,,227714.32,15.44,1,0.0,12.2,34.7,1,7.42,30.21,42819.0,19.9,0,28.5,0.0,-17.89443377,-1.5205929980000001
1937, North Carolina,Hyde ,NC,5736,5517,-3.97,0.0,0.0,6.2,300.0,-8.333333332999999,4,11,3,7.0,1,0,6,3,,89294.99,15.44,0,0.0,12.0,29.7,0,15.06,18.52,37074.0,23.0,0,30.7,0.0,9.381158887,-1.5205929980000001
1938, North Carolina,Iredell ,NC,162823,172916,5.84,-6.67,27.14,19.63,11.02362205,-1.459854015,141,135,32,140.17,28,4,90,9,,160740.57,15.44,8,0.0,10.4,29.1,20,12.82,25.46,55848.0,14.2,0,19.3,0.0,-37.31361574,-1.5205929980000001
1939, North Carolina,Jackson ,NC,40560,42241,3.98,-25.0,30.14,24.61,11.53846154,-7.3170731710000005,29,38,9,31.67,6,1,16,3,,234982.67,15.44,4,2.0,11.6,31.4,4,15.11,17.69,41537.0,20.9,0,27.3,0.0,-40.031975200000005,-1.5205929980000001
1940, North Carolina,Johnston ,NC,174837,191450,8.68,-2.94,20.13,9.77,2.654867257,-4.347826087,116,88,32,134.75,33,4,88,5,,289158.49,15.44,3,0.0,13.9,35.5,19,10.22,27.81,52681.0,13.0,0,18.7,0.0,-17.75229484,-1.5205929980000001
1941, North Carolina,Jones ,NC,10272,9845,-4.34,0.0,26.6,32.13,0.0,0.0,3,2,4,9.92,2,0,5,0,,105401.67,15.44,0,0.0,14.9,33.9,0,17.3,21.75,39688.0,21.4,0,36.5,0.0,-21.22680888,-1.5205929980000001
1942, North Carolina,Lee ,NC,59341,59616,0.46,-25.0,3.83,4.0,0.0,8.108108108,46,40,13,72.25,12,1,36,2,,279585.11,15.44,0,0.0,13.5,29.9,8,13.72,25.68,44294.0,17.1,0,25.8,0.0,-6.609958649,-1.5205929980000001
1943, North Carolina,Lenoir ,NC,59166,57307,-3.24,-11.76,7.4,11.0,23.80952381,21.42857143,52,34,13,71.33,15,1,44,1,,338358.99,15.44,1,1.0,15.6,37.2,6,15.99,24.09,37085.0,22.7,0,36.9,0.0,-0.031964184,-1.5205929980000001
1944, North Carolina,Lincoln ,NC,78612,81168,3.15,16.67,16.89,14.22,14.58333333,-6.818181817999999,55,41,11,78.42,14,2,36,1,,183151.11,15.44,3,2.0,11.4,27.6,5,13.24,23.61,49343.0,13.4,0,20.4,0.0,-30.72985018,-1.5205929980000001
1945, North Carolina,McDowell ,NC,45006,45075,0.15,-11.11,25.25,25.04,27.27272727,-20.0,28,20,9,51.67,8,1,18,3,,224558.15,15.44,1,1.0,14.2,30.9,2,16.39,21.75,37430.0,18.8,0,26.8,0.0,-34.77028504,-1.5205929980000001
1946, North Carolina,Macon ,NC,33820,34376,1.62,12.5,31.72,29.77,14.81481482,2.083333333,31,49,5,29.42,9,1,18,3,,230649.48,15.44,2,0.0,11.7,27.4,2,23.79,19.26,41395.0,16.9,0,29.4,0.0,-38.49784561,-1.5205929980000001
1947, North Carolina,Madison ,NC,20890,21340,2.11,-33.33,1.0,-1.83,-25.0,-9.090909091,6,10,3,16.83,2,0,9,1,,159271.57,15.44,3,0.0,10.5,24.8,1,17.66,19.71,37899.0,20.9,0,29.1,0.0,-33.01752133,-1.5205929980000001
1948, North Carolina,Martin ,NC,23888,23172,-3.09,0.0,6.69,10.32,0.0,-7.142857143,17,13,7,31.92,5,1,11,0,,312200.61,15.44,2,0.0,15.9,38.0,1,17.54,22.18,36543.0,22.5,1,36.3,0.0,-11.61371054,-1.5205929980000001
1949, North Carolina,Mecklenburg ,NC,968367,1054835,8.2,6.95,14.03,4.75,15.07607192,5.4373522460000006,832,892,174,745.0,200,14,346,61,,282970.99,15.44,16,2.0,8.5,23.9,182,8.82,25.37,57029.0,14.3,0,19.1,0.0,-24.19124406,-1.5205929980000001
1950, North Carolina,Mitchell ,NC,15380,15126,-1.68,-50.0,8.1,9.82,-27.27272727,6.25,8,17,7,18.92,1,1,5,0,,199765.46,15.44,2,0.0,12.8,29.2,0,20.93,19.48,39955.0,16.7,0,27.5,0.0,-20.98562714,-1.5205929980000001
1951, North Carolina,Montgomery ,NC,27616,27418,-0.72,25.0,20.19,21.29,28.57142857,-20.0,18,12,10,31.75,5,1,16,0,,178873.89,15.44,2,0.0,12.5,30.7,0,15.7,24.27,39096.0,19.9,0,31.3,0.0,-37.32074663,-1.5205929980000001
1952, North Carolina,Moore ,NC,90376,95776,5.64,25.0,20.7,13.8,48.88888889,9.090909091,67,96,15,71.92,20,1,51,4,,224359.37,15.44,3,0.0,10.6,27.4,3,22.65,21.7,52139.0,13.2,0,21.1,0.0,-8.802754678,-1.5205929980000001
1953, North Carolina,Nash ,NC,95240,94005,-1.31,4.76,4.95,6.85,-8.75,-3.076923077,73,63,23,130.75,22,3,77,1,,258886.03,15.44,1,0.0,13.2,31.5,5,13.97,23.93,43450.0,18.1,0,25.9,0.0,-17.93205067,-1.5205929980000001
1954, North Carolina,New Hanover ,NC,209189,223483,6.4,9.76,18.2,10.66,23.49726776,-2.040816327,226,240,48,200.25,45,4,86,21,,219908.96,15.44,4,0.0,8.4,24.9,23,13.86,19.94,52456.0,17.3,0,22.1,0.0,-21.39974643,-1.5205929980000001
1955, North Carolina,Northampton ,NC,21312,20000,-6.56,20.0,-10.19,-3.78,50.0,-11.11111111,6,8,9,23.5,6,0,16,0,,139578.06,15.44,0,0.0,16.2,38.5,1,19.62,20.82,33301.0,26.8,1,45.3,0.0,-17.22347862,-1.5205929980000001
1956, North Carolina,Onslow ,NC,183807,187136,1.78,5.0,38.15,35.29,31.03448276,16.48351648,152,106,23,132.17,21,3,75,10,,280633.84,15.44,4,4.0,7.8,29.7,12,7.46,25.28,46144.0,15.3,0,21.5,0.0,-8.954379832999999,-1.5205929980000001
1957, North Carolina,Orange ,NC,137551,141796,2.99,-4.76,21.37,18.07,18.18181818,-16.0,104,105,16,80.0,20,1,50,7,,129854.54,15.44,6,1.0,8.0,23.3,29,9.63,20.9,61570.0,14.3,0,13.1,0.0,-35.54876242,-1.5205929980000001
1958, North Carolina,Pamlico ,NC,13041,12821,-1.72,0.0,7.79,9.92,55.55555556,37.5,14,11,4,13.83,4,0,5,0,,213161.24,15.44,1,0.0,15.1,31.5,1,21.74,17.91,41004.0,14.6,0,32.3,0.0,23.12818735,-1.5205929980000001
1959, North Carolina,Pasquotank ,NC,40546,39864,-1.71,-25.0,16.29,18.41,14.81481482,8.571428571,31,38,7,42.83,6,1,25,4,,315409.48,15.44,1,0.0,14.4,35.4,2,13.56,22.62,42171.0,19.1,0,29.5,0.0,-17.76799258,-1.5205929980000001
1960, North Carolina,Pender ,NC,53884,59090,8.81,42.86,23.55,13.32,17.24137931,65.21739129999999,34,38,11,53.33,10,0,15,2,,172690.96,15.44,1,0.0,12.1,31.1,6,15.1,22.77,49390.0,14.8,0,21.9,0.0,-9.470946895,-1.5205929980000001
1961, North Carolina,Perquimans ,NC,13543,13335,-1.56,0.0,8.73,10.59,100.0,0.0,6,6,2,11.42,2,0,8,0,,202597.84,15.44,0,0.0,13.5,32.6,0,21.46,20.58,42337.0,17.6,0,31.6,0.0,-12.21017636,-1.5205929980000001
1962, North Carolina,Person ,NC,39167,39284,0.3,-16.67,27.73,27.68,-7.142857143,-15.38461539,26,11,9,39.92,5,1,36,1,,234187.31,15.44,1,0.0,12.6,32.7,6,15.19,23.09,43917.0,16.3,0,24.0,0.0,-28.75024591,-1.5205929980000001
1963, North Carolina,Pitt ,NC,172913,177220,2.43,-10.34,15.38,12.34,9.589041096,0.0,160,114,31,166.33,26,3,88,8,,318535.19,15.44,6,1.0,9.5,34.3,16,9.88,22.48,41909.0,25.9,1,30.6,0.0,-7.487197765,-1.5205929980000001
1964, North Carolina,Polk ,NC,20246,20334,0.43,-40.0,-3.95,-4.25,0.0,-9.523809523999999,9,19,3,20.25,3,0,8,1,,74995.11,15.44,2,2.0,13.1,27.3,2,24.34,19.2,45672.0,13.5,0,24.1,0.0,-15.41264133,-1.5205929980000001
1965, North Carolina,Randolph ,NC,142251,143416,0.81,-9.09,12.32,11.57,6.849315067999999,5.194805195,78,81,30,108.67,20,2,70,11,,250100.51,15.44,3,0.0,13.7,32.2,14,14.07,24.49,43216.0,16.4,0,25.0,0.0,-23.61450828,-1.5205929980000001
1966, North Carolina,Richmond ,NC,46357,44939,-3.16,9.09,4.6,8.53,0.0,13.04347826,23,26,13,60.58,12,1,37,2,,349132.32,15.44,1,1.0,11.2,37.9,3,14.35,24.4,33017.0,28.7,0,42.8,0.0,-0.692363946,-1.5205929980000001
1967, North Carolina,Robeson ,NC,135412,133235,-1.63,7.41,11.16,13.05,-6.849315067999999,-6.666666667,68,56,33,186.75,29,3,98,1,,368294.78,15.44,1,0.0,15.7,39.6,9,11.24,26.78,32128.0,30.6,1,41.9,0.0,-7.342033175,-1.5205929980000001
1968, North Carolina,Rockingham ,NC,92684,91393,-1.41,25.0,0.39,1.85,21.15384615,8.474576271,63,64,23,107.17,20,3,71,3,,193029.95,15.44,4,3.0,14.1,35.4,8,16.2,22.2,40148.0,18.4,0,26.3,0.0,-22.54112079,-1.5205929980000001
1969, North Carolina,Rowan ,NC,137832,139933,1.5,0.0,4.89,3.57,5.194805195,4.301075269,81,97,17,125.17,19,1,73,4,,225241.16,15.44,4,0.0,12.8,32.7,10,14.44,23.8,44862.0,17.3,0,26.5,0.0,-17.225920300000002,-1.5205929980000001
1970, North Carolina,Rutherford ,NC,67204,66421,-1.18,-13.33,0.24,1.6,2.631578947,2.173913043,39,47,9,70.67,13,1,37,0,,263902.11,15.44,3,0.0,13.9,28.7,4,17.29,22.45,36998.0,19.2,0,29.6,0.0,-14.11878977,-1.5205929980000001
1971, North Carolina,Sampson ,NC,63912,63124,-1.25,-8.33,-4.46,-3.21,3.125,0.0,33,27,14,44.67,11,1,33,1,,354479.38,15.44,1,0.0,13.7,36.7,5,14.26,25.66,40660.0,21.4,0,29.5,0.0,5.57536998,-1.5205929980000001
1972, North Carolina,Scotland ,NC,36156,35244,-2.59,-12.5,-0.16,2.25,4.545454545,25.0,23,20,11,52.0,7,1,31,1,,322993.12,15.44,1,0.0,13.7,36.4,2,13.59,25.09,35447.0,29.0,0,44.4,0.0,4.78619441,-1.5205929980000001
1973, North Carolina,Stanly ,NC,60485,60791,0.5,25.0,4.65,4.28,4.7619047619999995,2.272727273,44,45,15,52.5,15,2,33,3,,274819.2,15.44,2,0.0,12.1,30.0,11,15.69,22.67,44878.0,17.1,0,25.1,0.0,-17.09189002,-1.5205929980000001
1974, North Carolina,Stokes ,NC,46773,46097,-1.47,-22.22,10.29,11.93,33.33333333,4.347826087,24,24,11,41.08,7,0,23,0,,127092.02,15.44,2,1.0,12.7,33.8,4,15.98,22.2,42889.0,15.3,0,22.8,0.0,-16.46545899,-1.5205929980000001
1975, North Carolina,Surry ,NC,73485,72113,-1.9,0.0,21.13,23.56,17.30769231,0.0,61,65,19,105.58,17,2,48,5,,208436.79,15.44,4,0.0,13.2,30.9,7,16.63,23.37,38408.0,18.2,0,27.0,0.0,-33.56114573,-1.5205929980000001
1976, North Carolina,Swain ,NC,14098,14346,1.73,-25.0,0.51,-0.92,-5.555555556,-10.52631579,17,17,7,16.33,3,0,14,0,,123311.23,15.44,3,0.0,14.9,33.3,1,16.6,23.38,36103.0,16.2,0,26.0,0.0,-33.25812391,-1.5205929980000001
1977, North Carolina,Transylvania ,NC,32820,33482,1.98,16.67,11.7,9.59,-18.18181818,-6.666666667,18,28,4,26.25,7,0,16,2,,230089.84,15.44,1,0.0,11.3,24.3,3,25.81,17.62,45792.0,15.4,0,29.6,0.0,-29.37260726,-1.5205929980000001
1978, North Carolina,Tyrrell ,NC,4138,4141,0.07,-50.0,-12.5,-8.34,,300.0,4,4,1,5.25,1,0,5,0,,244365.93,15.44,0,0.0,13.6,30.8,0,16.84,18.04,33759.0,25.0,1,36.2,0.0,23.64765662,-1.5205929980000001
1979, North Carolina,Union ,NC,208362,226606,8.05,21.43,23.69,13.82,6.3636363639999995,11.62790698,117,96,36,147.5,34,3,64,6,,198003.1,15.44,2,1.0,9.5,26.5,22,9.67,30.24,71690.0,9.7,0,12.7,0.0,-33.00538305,-1.5205929980000001
1980, North Carolina,Vance ,NC,45057,44244,-1.84,25.0,24.36,26.86,-9.677419355,-13.04347826,28,20,9,68.92,10,1,50,2,,299367.64,15.44,1,0.0,14.0,38.2,3,14.14,25.41,32698.0,24.6,0,37.3,0.0,-33.35610906,-1.5205929980000001
1981, North Carolina,Wake ,NC,952296,1046791,9.03,10.78,28.94,17.28,15.06105835,14.30656934,848,783,160,631.25,185,22,335,47,,229404.73,15.44,14,4.0,8.2,24.8,146,8.5,26.04,70629.0,11.1,0,14.7,0.0,-22.261806699999998,-1.5205929980000001
1982, North Carolina,Warren ,NC,20663,19907,-3.8,66.67,3.6,7.09,57.14285714,120.0,11,11,8,19.17,5,0,10,0,,210680.45,15.44,1,0.0,14.4,39.2,1,18.89,20.3,34149.0,27.3,0,37.1,0.0,-20.14254407,-1.5205929980000001
1983, North Carolina,Washington ,NC,12716,12195,-4.27,33.33,16.67,21.84,0.0,50.0,8,9,5,17.5,4,0,6,2,,254762.61,15.44,1,0.0,14.7,32.8,0,18.25,23.0,35146.0,23.4,1,40.9,1.0,-14.50800309,-1.5205929980000001
1984, North Carolina,Watauga ,NC,52062,53922,3.45,10.0,-1.8,-5.54,0.0,20.58823529,39,82,9,36.33,11,1,23,4,,125580.02,15.44,4,1.0,8.6,26.4,6,12.39,13.85,41762.0,25.3,0,18.9,0.0,-25.56700565,-1.5205929980000001
1985, North Carolina,Wayne ,NC,124551,124150,-0.32,31.58,22.99,23.08,4.2253521130000005,-5.405405405,74,70,25,137.33,25,4,77,6,,324447.9,15.44,1,0.0,13.1,34.4,11,13.11,24.86,41161.0,18.4,0,28.1,0.0,-6.49920554,-1.5205929980000001
1986, North Carolina,Wilkes ,NC,69279,68740,-0.78,-13.33,23.15,24.17,2.9411764710000003,-21.15384615,35,41,17,84.67,13,1,42,2,,179817.43,15.44,1,1.0,10.8,26.7,4,16.99,22.41,40647.0,18.7,0,27.4,0.0,-32.07674431,-1.5205929980000001
1987, North Carolina,Wilson ,NC,81755,81661,-0.12,5.56,16.02,16.32,-6.896551724,-13.46153846,54,45,19,102.58,19,1,54,3,,233645.99,15.44,3,2.0,12.4,36.8,5,14.18,24.68,41276.0,19.9,0,30.3,0.0,-15.64367879,-1.5205929980000001
1988, North Carolina,Yadkin ,NC,38125,37532,-1.58,-11.11,31.32,33.25,-5.263157895,-10.34482759,18,26,9,38.08,8,0,18,1,,113700.16,15.44,3,0.0,10.5,31.0,5,16.25,23.27,41208.0,16.3,0,24.9,0.0,-36.50934641,-1.5205929980000001
1989, North Carolina,Yancey ,NC,17616,17678,0.35,0.0,36.44,36.07,-12.5,22.22222222,7,11,3,13.42,3,0,9,0,,247322.96,15.44,1,0.0,11.2,27.0,1,20.61,19.99,36418.0,19.3,0,29.2,0.0,-44.16442155,-1.5205929980000001
1990, North Dakota,Adams ,ND,2319,2305,-0.61,-50.0,33.33,33.68,-100.0,0.0,0,4,2,4.0,1,0,2,2,,32329.36,7.2,0,0.0,10.5,31.9,0,24.24,19.04,48106.0,10.1,0,12.4,1.0,,-1.128420978
1991, North Dakota,Barnes ,ND,11004,10926,-0.71,-25.0,3.7,4.55,14.28571429,-6.666666667,8,14,5,7.0,3,0,3,0,,108541.81,7.2,1,0.0,10.5,34.7,2,19.61,20.6,51053.0,12.4,0,13.5,1.0,-16.15452888,-1.128420978
1992, North Dakota,Benson ,ND,6760,6739,-0.31,100.0,-10.0,-9.72,0.0,0.0,0,5,5,6.0,4,0,2,0,,211482.72,7.2,1,0.0,11.7,31.0,0,12.81,33.62,39969.0,27.9,1,39.0,1.0,-15.74588415,-1.128420978
1993, North Dakota,Billings ,ND,914,934,2.14,0.0,,,-100.0,50.0,0,6,0,,0,0,1,0,,0.0,7.2,0,0.0,7.8,28.3,0,19.28,17.62,76913.0,7.1,0,5.9,1.0,,-1.128420978
1994, North Dakota,Bottineau ,ND,6581,6579,-0.03,-66.67,-3.45,-3.45,25.0,-42.85714286,5,8,3,7.0,1,1,5,1,,394894.89,7.2,1,1.0,9.8,31.0,0,21.5,19.01,56645.0,10.6,0,13.7,1.0,-3.791849964,-1.128420978
1995, North Dakota,Bowman ,ND,3211,3241,0.93,-25.0,-25.81,-26.7,100.0,20.0,4,6,4,3.83,3,0,1,1,,32957.3,7.2,1,0.0,9.1,30.3,0,21.96,21.45,62892.0,7.6,0,7.7,1.0,13.08653222,-1.128420978
1996, North Dakota,Burke ,ND,2162,2198,1.64,0.0,0.0,-1.23,100.0,100.0,2,4,1,2.0,2,0,2,0,,,7.2,2,0.0,8.9,28.9,0,20.93,20.78,68477.0,8.4,0,11.1,1.0,,-1.128420978
1997, North Dakota,Burleigh ,ND,85981,94487,9.0,14.29,14.36,3.82,18.75,1.8181818180000002,57,56,8,34.5,8,3,31,8,,300956.52,7.2,5,1.0,7.5,29.1,11,13.42,22.56,66057.0,9.0,0,8.5,0.0,-28.09867615,-1.128420978
1998, North Dakota,Cass ,ND,157040,175249,10.39,26.32,12.19,-0.03,22.34042553,10.1010101,115,109,15,85.92,24,4,56,10,,241236.04,7.2,4,0.0,7.0,29.1,24,9.71,21.81,55946.0,10.7,0,10.0,0.0,-18.36106601,-1.128420978
1999, North Dakota,Cavalier ,ND,3945,3827,-3.08,-25.0,-56.6,-55.23,-33.33333333,16.66666667,2,7,3,1.92,3,0,2,1,,,7.2,1,0.0,11.2,32.1,0,25.59,19.68,57200.0,9.4,0,13.0,1.0,,-1.128420978
2000, North Dakota,Dickey ,ND,5251,5064,-3.69,0.0,-4.76,-0.93,-33.33333333,-16.66666667,2,5,5,6.67,4,0,2,1,,28791.28,7.2,0,0.0,11.2,33.4,1,22.12,22.97,56325.0,10.3,0,14.3,1.0,-49.94274034,-1.128420978
2001, North Dakota,Divide ,ND,2239,2413,7.21,0.0,0.0,-7.67,,-20.0,1,4,1,1.0,1,0,3,0,,,7.2,1,0.0,10.1,27.1,2,26.61,17.09,62922.0,8.6,0,11.2,1.0,,-1.128420978
2002, North Dakota,Dunn ,ND,3967,4366,9.14,0.0,,,0.0,-33.33333333,1,2,1,0.75,1,0,3,0,,,7.2,1,0.0,9.2,33.5,0,17.42,21.97,73135.0,9.9,0,12.2,1.0,,-1.128420978
2003, North Dakota,Eddy ,ND,2372,2358,-0.59,-100.0,0.0,0.42,,-50.0,2,1,1,1.0,0,0,2,0,,,7.2,0,0.0,11.8,31.5,0,24.57,20.88,47804.0,11.3,0,15.0,1.0,,-1.128420978
2004, North Dakota,Emmons ,ND,3485,3346,-4.15,0.0,40.0,46.07,-33.33333333,-50.0,2,3,4,7.0,4,0,2,1,,24911.85,7.2,0,0.0,11.3,30.9,0,27.35,21.38,46952.0,13.9,0,16.2,1.0,-18.69380839,-1.128420978
2005, North Dakota,Foster ,ND,3387,3303,-2.54,0.0,37.5,41.2,100.0,200.0,4,3,1,2.75,1,0,1,1,,,7.2,0,0.0,10.7,30.5,1,22.67,21.78,53408.0,8.4,0,12.0,1.0,,-1.128420978
2006, North Dakota,Golden Valley ,ND,1803,1817,0.77,100.0,-66.67,-66.91,-100.0,-100.0,0,0,2,0.67,2,0,0,0,,,7.2,1,0.0,8.8,32.1,0,21.31,24.05,56948.0,10.2,0,12.3,1.0,,-1.128420978
2007, North Dakota,Grand Forks ,ND,67697,71083,4.76,0.0,-2.42,-7.38,8.695652174,6.976744186,50,46,14,40.33,8,3,26,5,,243221.03,7.2,2,0.0,7.3,30.1,6,10.32,20.07,52022.0,14.3,0,13.8,0.0,-17.73804135,-1.128420978
2008, North Dakota,Grant ,ND,2341,2377,1.51,0.0,0.0,-1.85,0.0,-33.33333333,0,2,3,4.0,1,0,3,1,,28385.59,7.2,0,0.0,10.8,33.3,0,26.94,18.8,40879.0,15.6,0,18.4,1.0,-9.280193229,-1.128420978
2009, North Dakota,Griggs ,ND,2359,2277,-3.6,,0.0,3.73,-50.0,-33.33333333,1,4,3,3.0,1,0,2,0,,,7.2,1,0.0,10.2,26.9,1,26.32,18.97,47222.0,10.0,0,9.5,1.0,,-1.128420978
2010, North Dakota,Hettinger ,ND,2558,2629,2.7,0.0,0.0,-2.89,0.0,0.0,1,2,3,3.0,3,0,1,0,,,7.2,0,0.0,9.5,29.1,0,25.76,18.89,53403.0,10.6,0,10.2,1.0,,-1.128420978
2011, North Dakota,Kidder ,ND,2431,2414,-0.7,-33.33,-25.0,-24.63,-100.0,33.33333333,0,4,1,3.0,2,0,0,0,,,7.2,0,0.0,8.9,30.1,1,20.99,21.48,46800.0,13.9,0,18.8,1.0,,-1.128420978
2012, North Dakota,LaMoure ,ND,4101,4111,0.24,0.0,-34.38,-34.33,0.0,40.0,1,7,3,3.5,4,0,2,0,,18507.03,7.2,2,0.0,11.2,33.4,0,24.69,21.09,58638.0,10.9,0,13.3,1.0,-8.413886782999999,-1.128420978
2013, North Dakota,Logan ,ND,1938,1941,0.15,0.0,0.0,-0.88,-100.0,-42.85714286,0,4,1,1.0,1,0,2,1,,,7.2,0,0.0,11.2,32.8,0,27.99,21.11,50047.0,11.8,0,13.3,1.0,,-1.128420978
