,FIPS,State,County,"SNAP-authorized stores (% change), 2012-16","SNAP-authorized stores/1,000 pop (% change), 2012-16"
635,17081,IL,Jefferson,-1.99,-1.32
636,17083,IL,Jersey,25.0,29.07
637,17085,IL,Jo Daviess,46.08,51.31
638,17087,IL,Johnson,25.77,24.39
639,17089,IL,Kane,12.47,10.52
640,17091,IL,Kankakee,15.88,19.08
641,17093,IL,Kendall,13.42,7.43
642,17095,IL,Knox,8.06,10.84
643,17097,IL,Lake,9.69,9.55
644,17099,IL,LaSalle,2.2,4.36
645,17101,IL,Lawrence,1.85,3.26
646,17103,IL,Lee,2.5,4.85
647,17105,IL,Livingston,-2.44,3.23
648,17107,IL,Logan,4.93,6.66
649,17109,IL,McDonough,5.35,10.58
650,17111,IL,McHenry,4.73,5.12
651,17113,IL,McLean,5.82,5.74
652,17115,IL,Macon,12.18,15.94
653,17117,IL,Macoupin,12.06,15.29
654,17119,IL,Madison,2.86,3.69
655,17121,IL,Marion,3.09,5.13
656,17123,IL,Marshall,11.81,15.44
657,17125,IL,Mason,-11.36,-5.98
658,17127,IL,Massac,22.39,27.2
659,17129,IL,Menard,5.0,6.73
660,17131,IL,Mercer,6.02,9.32
661,17133,IL,Monroe,-19.62,-21.29
662,17135,IL,Montgomery,-1.01,1.28
663,17137,IL,Morgan,-6.41,-3.7
664,17139,IL,Moultrie,4.03,4.78
665,17141,IL,Ogle,7.09,10.38
666,17143,IL,Peoria,17.19,18.61
667,17145,IL,Perry,-12.94,-10.08
668,17147,IL,Piatt,-3.23,-3.55
669,17149,IL,Pike,13.24,15.78
670,17151,IL,Pope,33.33,37.02
671,17153,IL,Pulaski,47.56,57.51
672,17155,IL,Putnam,20.0,25.88
673,17157,IL,Randolph,18.15,19.37
674,17159,IL,Richland,33.33,35.39
675,17161,IL,Rock Island,0.17,2.02
676,17163,IL,St. Clair,0.07,2.4
677,17165,IL,Saline,23.44,26.68
678,17167,IL,Sangamon,4.34,5.28
679,17169,IL,Schuyler,0.0,7.71
680,17171,IL,Scott,-27.08,-23.66
681,17173,IL,Shelby,5.26,7.58
682,17175,IL,Stark,-10.39,-7.75
683,17177,IL,Stephenson,10.58,13.82
684,17179,IL,Tazewell,8.5,9.76
685,17181,IL,Union,1.89,4.46
686,17183,IL,Vermilion,2.73,6.17
687,17185,IL,Wabash,12.38,14.68
688,17187,IL,Warren,11.9,14.18
689,17189,IL,Washington,8.05,11.44
690,17191,IL,Wayne,5.91,7.06
691,17193,IL,White,23.21,25.59
692,17195,IL,Whiteside,3.96,6.37
693,17197,IL,Will,20.42,19.19
694,17199,IL,Williamson,13.37,11.88
695,17201,IL,Winnebago,14.34,16.82
696,17203,IL,Woodford,21.91,21.38
697,18001,IN,Adams,-7.86,-10.13
698,18003,IN,Allen,15.06,11.96
699,18005,IN,Bartholomew,4.78,1.85
700,18007,IN,Benton,0.0,1.78
701,18009,IN,Blackford,-18.92,-16.56
702,18011,IN,Boone,35.36,23.4
703,18013,IN,Brown,-36.61,-35.88
704,18015,IN,Carroll,14.93,15.64
705,18017,IN,Cass,23.17,25.23
706,18019,IN,Clark,-1.67,-5.13
707,18021,IN,Clay,4.79,6.9
708,18023,IN,Clinton,0.59,2.34
709,18025,IN,Crawford,32.04,33.62
710,18027,IN,Daviess,46.7,42.67
711,18029,IN,Dearborn,10.71,11.84
712,18031,IN,Decatur,22.44,19.88
713,18033,IN,DeKalb,0.0,-0.99
714,18035,IN,Delaware,9.92,11.59
715,18037,IN,Dubois,10.21,8.96
716,18039,IN,Elkhart,9.01,6.78
717,18041,IN,Fayette,1.41,4.44
718,18043,IN,Floyd,3.27,0.98
719,18045,IN,Fountain,7.5,11.63
720,18047,IN,Franklin,25.0,26.4
721,18049,IN,Fulton,46.47,50.82
722,18051,IN,Gibson,28.57,27.64
723,18053,IN,Grant,-3.42,0.03
724,18055,IN,Greene,-5.65,-3.52
725,18057,IN,Hamilton,22.56,12.14
726,18059,IN,Hancock,14.15,9.84
727,18061,IN,Harrison,22.26,20.14
728,18063,IN,Hendricks,17.21,9.78
729,18065,IN,Henry,16.31,18.28
730,18067,IN,Howard,10.64,11.01
731,18069,IN,Huntington,-2.53,-0.96
732,18071,IN,Jackson,5.05,2.83
733,18073,IN,Jasper,27.2,27.29
734,18075,IN,Jay,-4.92,-3.47
735,18077,IN,Jefferson,21.99,22.5
736,18079,IN,Jennings,16.33,18.02
737,18081,IN,Johnson,7.82,1.58
738,18083,IN,Knox,-1.41,-0.43
739,18085,IN,Kosciusko,17.77,15.56
740,18087,IN,LaGrange,-2.9,-6.85
741,18089,IN,Lake,1.76,3.39
742,18091,IN,LaPorte,9.23,10.46
743,18093,IN,Lawrence,17.98,19.43
744,18095,IN,Madison,0.96,1.78
745,18097,IN,Marion,17.52,14.74
746,18099,IN,Marshall,-3.43,-2.46
747,18101,IN,Martin,-1.19,-0.33
748,18103,IN,Miami,-3.84,-2.22
749,18105,IN,Monroe,6.8,3.51
750,18107,IN,Montgomery,35.24,35.88
751,18109,IN,Morgan,4.22,3.71
752,18111,IN,Newton,18.25,19.27
753,18113,IN,Noble,-5.71,-5.83
754,18115,IN,Ohio,54.84,58.68
755,18117,IN,Orange,0.0,1.84
756,18119,IN,Owen,1.05,3.67
757,18121,IN,Parke,94.87,97.99
758,18123,IN,Perry,-11.81,-9.5
759,18125,IN,Pike,-12.5,-10.14
760,18127,IN,Porter,7.58,6.23
761,18129,IN,Posey,-2.38,-1.91
762,18131,IN,Pulaski,30.0,34.76
763,18133,IN,Putnam,31.15,32.25
764,18135,IN,Randolph,13.58,16.9
765,18137,IN,Ripley,8.79,7.79
766,18139,IN,Rush,0.0,2.68
767,18141,IN,St. Joseph,13.57,12.39
768,18143,IN,Scott,-7.04,-6.8
769,18145,IN,Shelby,27.34,27.77
770,18147,IN,Spencer,5.0,5.96
771,18149,IN,Starke,19.83,20.89
772,18151,IN,Steuben,-6.53,-6.51
773,18153,IN,Sullivan,-6.11,-4.37
774,18155,IN,Switzerland,17.56,16.41
775,18157,IN,Tippecanoe,19.17,12.48
776,18159,IN,Tipton,15.38,19.28
777,18161,IN,Union,40.0,42.91
778,18163,IN,Vanderburgh,7.97,7.46
779,18165,IN,Vermillion,-11.33,-9.09
780,18167,IN,Vigo,23.03,23.6
781,18169,IN,Wabash,-6.67,-4.91
782,18171,IN,Warren,11.11,13.51
783,18173,IN,Warrick,-19.35,-21.97
784,18175,IN,Washington,-15.57,-14.81
785,18177,IN,Wayne,21.36,24.6
786,18179,IN,Wells,12.74,11.54
787,18181,IN,White,11.48,13.46
788,18183,IN,Whitley,19.23,18.85
789,19001,IA,Adair,-19.3,-14.87
790,19003,IA,Adams,-6.25,-0.72
791,19005,IA,Allamakee,6.17,8.87
792,19007,IA,Appanoose,-12.15,-10.48
793,19009,IA,Audubon,6.56,10.91
794,19011,IA,Benton,24.2,24.82
795,19013,IA,Black Hawk,6.81,5.94
796,19015,IA,Boone,-1.62,-2.87
797,19017,IA,Bremer,26.06,24.44
798,19019,IA,Buchanan,13.33,13.06
799,19021,IA,Buena Vista,-5.88,-4.68
800,19023,IA,Butler,7.95,9.38
801,19025,IA,Calhoun,-12.88,-12.32
802,19027,IA,Carroll,37.18,38.48
803,19029,IA,Cass,-15.98,-12.36
804,19031,IA,Cedar,7.89,7.67
805,19033,IA,Cerro Gordo,4.87,6.62
806,19035,IA,Cherokee,-1.83,1.9
807,19037,IA,Chickasaw,-5.07,-3.07
808,19039,IA,Clarke,15.08,15.83
809,19041,IA,Clay,15.56,17.44
810,19043,IA,Clayton,9.2,10.72
811,19045,IA,Clinton,7.49,10.69
812,19047,IA,Crawford,-18.62,-16.85
813,19049,IA,Dallas,19.08,1.4
814,19051,IA,Davis,-4.44,-6.29
815,19053,IA,Decatur,7.96,9.45
816,19055,IA,Delaware,-29.17,-28.16
817,19057,IA,Des Moines,13.33,15.05
818,19059,IA,Dickinson,-1.75,-3.3
819,19061,IA,Dubuque,6.73,4.63
820,19063,IA,Emmet,-13.95,-9.84
821,19065,IA,Fayette,-0.45,3.22
822,19067,IA,Floyd,-5.21,-4.12
823,19069,IA,Franklin,25.6,30.34
824,19071,IA,Fremont,-3.95,-1.22
825,19073,IA,Greene,16.13,17.96
826,19075,IA,Grundy,33.33,34.8
827,19077,IA,Guthrie,2.56,4.03
828,19079,IA,Hamilton,-14.59,-13.08
829,19081,IA,Hancock,-22.58,-20.44
830,19083,IA,Hardin,0.39,0.84
831,19085,IA,Harrison,1.33,4.19
832,19087,IA,Henry,-5.78,-3.57
833,19089,IA,Howard,-21.8,-19.87
834,19091,IA,Humboldt,0.8,3.37
835,19093,IA,Ida,38.18,40.62
836,19095,IA,Iowa,13.53,12.68
837,19097,IA,Jackson,10.06,11.42
838,19099,IA,Jasper,-2.86,-3.14
839,19101,IA,Jefferson,-6.29,-12.62
840,19103,IA,Johnson,33.43,24.11
841,19105,IA,Jones,-3.41,-2.46
842,19107,IA,Keokuk,-8.66,-6.36
843,19109,IA,Kossuth,-8.96,-7.56
844,19111,IA,Lee,14.89,18.22
845,19113,IA,Linn,2.55,-0.39
846,19115,IA,Louisa,-10.12,-9.02
847,19117,IA,Lucas,13.89,15.38
848,19119,IA,Lyon,13.89,13.92
849,19121,IA,Madison,5.3,4.01
850,19123,IA,Mahaska,-10.95,-9.9
851,19125,IA,Marion,-8.04,-7.41
852,19127,IA,Marshall,-0.2,1.15
853,19129,IA,Mills,12.82,11.8
854,19131,IA,Mitchell,35.59,35.11
855,19133,IA,Monona,41.18,44.76
856,19135,IA,Monroe,-22.58,-20.68
857,19137,IA,Montgomery,7.87,11.47
858,19139,IA,Muscatine,-2.2,-2.34
859,19141,IA,O'Brien,12.88,14.11
860,19143,IA,Osceola,22.22,24.82
861,19145,IA,Page,-23.62,-22.02
862,19147,IA,Palo Alto,-20.43,-18.42
863,19149,IA,Plymouth,13.27,11.96
864,19151,IA,Pocahontas,14.89,19.3
865,19153,IA,Polk,9.14,2.16
866,19155,IA,Pottawattamie,15.38,14.56
867,19157,IA,Poweshiek,7.69,8.87
868,19159,IA,Ringgold,7.02,7.61
869,19161,IA,Sac,-2.74,-0.01
870,19163,IA,Scott,7.32,5.04
871,19165,IA,Shelby,6.02,8.44
872,19167,IA,Sioux,9.09,7.12
873,19169,IA,Story,3.84,-2.52
874,19171,IA,Tama,12.94,14.36
875,19173,IA,Taylor,20.0,19.85
876,19175,IA,Union,9.85,11.39
877,19177,IA,Van Buren,0.0,2.45
878,19179,IA,Wapello,-11.81,-10.84
879,19181,IA,Warren,15.79,9.26
880,19183,IA,Washington,35.63,33.39
881,19185,IA,Wayne,-5.62,-7.2
882,19187,IA,Webster,-7.0,-5.73
883,19189,IA,Winnebago,10.14,9.82
884,19191,IA,Winneshiek,8.45,11.09
885,19193,IA,Woodbury,1.82,1.37
886,19195,IA,Worth,-11.11,-11.73
887,19197,IA,Wright,17.77,19.72
888,20001,KS,Allen,1.74,6.59
889,20003,KS,Anderson,27.66,29.13
890,20005,KS,Atchison,-2.34,0.24
891,20007,KS,Barber,23.08,27.62
892,20009,KS,Barton,10.04,13.25
893,20011,KS,Bourbon,9.17,11.26
894,20013,KS,Brown,-11.67,-9.87
895,20015,KS,Butler,-0.49,-2.26
896,20017,KS,Chase,-33.33,-31.14
897,20019,KS,Chautauqua,3.03,9.05
898,20021,KS,Cherokee,23.64,29.62
899,20023,KS,Cheyenne,50.0,50.96
900,20025,KS,Clark,41.18,48.6
901,20027,KS,Clay,50.0,57.15
902,20029,KS,Cloud,33.33,36.93
903,20031,KS,Coffey,13.59,14.52
904,20033,KS,Comanche,0.0,2.74
905,20035,KS,Cowley,10.17,11.82
906,20037,KS,Crawford,0.61,1.12
907,20039,KS,Decatur,0.0,1.38
908,20041,KS,Dickinson,35.62,40.58
909,20043,KS,Doniphan,-5.33,-2.86
910,20045,KS,Douglas,21.63,14.94
911,20047,KS,Edwards,4.35,5.8
912,20049,KS,Elk,37.5,46.84
913,20051,KS,Ellis,11.76,12.38
914,20053,KS,Ellsworth,32.69,36.17
915,20055,KS,Finney,56.1,58.13
916,20057,KS,Ford,31.79,34.82
917,20059,KS,Franklin,17.51,19.1
918,20061,KS,Geary,38.38,47.82
919,20063,KS,Gove,26.32,33.15
920,20065,KS,Graham,50.0,50.82
921,20067,KS,Grant,4.08,7.85
922,20069,KS,Gray,25.0,24.92
923,20071,KS,Greeley,0.0,0.15
924,20073,KS,Greenwood,-14.29,-10.06
925,20075,KS,Hamilton,33.33,38.75
926,20077,KS,Harper,2.86,6.95
927,20079,KS,Harvey,35.78,35.54
928,20081,KS,Haskell,39.53,48.24
929,20083,KS,Hodgeman,41.18,48.2
930,20085,KS,Jackson,-4.95,-3.82
931,20087,KS,Jefferson,20.9,21.2
932,20089,KS,Jewell,2.86,8.0
933,20091,KS,Johnson,16.69,11.79
934,20093,KS,Kearny,137.5,140.59
935,20095,KS,Kingman,18.33,24.61
936,20097,KS,Kiowa,-5.26,-4.77
937,20099,KS,Labette,8.71,13.18
938,20101,KS,Lane,0.0,4.16
939,20103,KS,Leavenworth,4.47,1.26
940,20105,KS,Lincoln,100.0,106.57
941,20107,KS,Linn,-38.85,-39.6
942,20109,KS,Logan,28.57,26.44
943,20111,KS,Lyon,14.58,15.4
944,20113,KS,McPherson,26.24,28.66
945,20115,KS,Marion,7.41,9.49
946,20117,KS,Marshall,-9.84,-8.13
947,20119,KS,Meade,-10.53,-6.71
948,20121,KS,Miami,1.09,0.01
949,20123,KS,Mitchell,31.67,34.03
950,20125,KS,Montgomery,22.56,28.97
951,20127,KS,Morris,50.0,57.56
952,20129,KS,Morton,16.67,29.82
953,20131,KS,Nemaha,2.56,1.47
954,20133,KS,Neosho,12.65,14.46
955,20135,KS,Ness,100.0,107.16
956,20137,KS,Norton,-5.0,-2.94
957,20139,KS,Osage,4.76,6.74
958,20141,KS,Osborne,19.44,24.82
959,20143,KS,Ottawa,100.0,105.14
960,20145,KS,Pawnee,41.18,45.05
961,20147,KS,Phillips,-1.67,-0.02
962,20149,KS,Pottawatomie,41.96,33.81
963,20151,KS,Pratt,-10.71,-9.37
964,20153,KS,Rawlins,-11.11,-10.73
965,20155,KS,Reno,-5.09,-3.26
966,20157,KS,Republic,16.67,20.61
967,20159,KS,Rice,-17.56,-16.27
968,20161,KS,Riley,21.43,25.01
969,20163,KS,Rooks,14.58,17.9
970,20165,KS,Rush,300.0,321.19
971,20167,KS,Russell,62.5,61.52
972,20169,KS,Saline,17.95,19.76
973,20171,KS,Scott,4.41,2.44
974,20173,KS,Sedgwick,4.91,3.25
975,20175,KS,Seward,15.97,20.25
976,20177,KS,Shawnee,6.57,7.07
977,20179,KS,Sheridan,-11.43,-10.4
978,20181,KS,Sherman,105.71,110.82
979,20183,KS,Smith,-15.0,-11.89
980,20185,KS,Stafford,-33.33,-30.96
981,20187,KS,Stanton,100.0,110.96
982,20189,KS,Stevens,-20.93,-18.49
983,20191,KS,Sumner,14.53,16.5
984,20193,KS,Thomas,20.48,21.23
985,20195,KS,Trego,66.67,73.28
986,20197,KS,Wabaunsee,41.86,44.91
987,20199,KS,Wallace,,
988,20201,KS,Washington,42.37,47.82
989,20203,KS,Wichita,100.0,113.64
990,20205,KS,Wilson,1.52,5.96
991,20207,KS,Woodson,-36.7,-34.44
992,20209,KS,Wyandotte,4.27,1.28
993,21001,KY,Adair,-8.63,-11.49
994,21003,KY,Allen,-14.74,-16.48
995,21005,KY,Anderson,37.82,35.15
996,21007,KY,Ballard,40.24,45.1
997,21009,KY,Barren,10.0,6.59
998,21011,KY,Bath,-22.84,-26.13
999,21013,KY,Bell,1.15,5.12
1000,21015,KY,Boone,22.95,17.96
1001,21017,KY,Bourbon,16.74,16.44
1002,21019,KY,Boyd,0.34,2.49
1003,21021,KY,Boyle,25.71,20.02
1004,21023,KY,Bracken,-18.92,-18.01
1005,21025,KY,Breathitt,-6.49,-4.02
1006,21027,KY,Breckinridge,-1.28,-0.73
1007,21029,KY,Bullitt,15.36,10.61
1008,21031,KY,Butler,-36.36,-36.39
1009,21033,KY,Caldwell,-2.7,0.14
1010,21035,KY,Calloway,14.38,12.06
1011,21037,KY,Campbell,-5.39,-6.72
1012,21039,KY,Carlisle,-1.89,1.73
1013,21041,KY,Carroll,23.46,26.02
1014,21043,KY,Carter,6.73,7.92
1015,21045,KY,Casey,6.82,8.62
1016,21047,KY,Christian,8.62,13.24
1017,21049,KY,Clark,-4.85,-4.94
1018,21051,KY,Clay,0.5,4.32
1019,21053,KY,Clinton,-18.01,-17.14
1020,21055,KY,Crittenden,42.86,44.29
1021,21057,KY,Cumberland,13.93,15.3
1022,21059,KY,Daviess,2.58,0.7
1023,21061,KY,Edmonson,-6.67,-7.0
1024,21063,KY,Elliott,10.91,13.72
1025,21065,KY,Estill,-23.9,-22.91
1026,21067,KY,Fayette,6.95,2.6
1027,21069,KY,Fleming,-12.58,-12.26
1028,21071,KY,Floyd,0.73,5.73
1029,21073,KY,Franklin,5.23,3.65
1030,21075,KY,Fulton,4.76,10.63
1031,21077,KY,Gallatin,0.0,-1.51
1032,21079,KY,Garrard,-0.65,-2.82
1033,21081,KY,Grant,-12.99,-14.52
1034,21083,KY,Graves,38.82,40.18
1035,21085,KY,Grayson,-14.55,-15.27
1036,21087,KY,Green,-34.66,-33.15
1037,21089,KY,Greenup,3.22,5.56
1038,21091,KY,Hancock,31.94,29.95
1039,21093,KY,Hardin,5.21,4.92
1040,21095,KY,Harlan,-18.3,-14.16
1041,21097,KY,Harrison,16.17,16.03
1042,21099,KY,Hart,-5.83,-7.15
1043,21101,KY,Henderson,0.61,1.17
1044,21103,KY,Henry,33.93,29.7
1045,21105,KY,Hickman,18.75,22.01
1046,21107,KY,Hopkins,-10.37,-8.78
1047,21109,KY,Jackson,-19.53,-19.76
1048,21111,KY,Jefferson,2.16,0.22
1049,21113,KY,Jessamine,16.39,10.33
1050,21115,KY,Johnson,0.26,2.02
1051,21117,KY,Kenton,6.19,4.11
1052,21119,KY,Knott,-25.47,-22.69
1053,21121,KY,Knox,-11.73,-11.6
1054,21123,KY,Larue,-11.11,-10.76
1055,21125,KY,Laurel,12.72,11.24
1056,21127,KY,Lawrence,-10.55,-10.63
1057,21129,KY,Lee,-16.85,-2.62
1058,21131,KY,Leslie,-17.52,-12.57
1059,21133,KY,Letcher,-6.05,-1.19
1060,21135,KY,Lewis,-3.16,-0.33
1061,21137,KY,Lincoln,7.48,7.88
1062,21139,KY,Livingston,-6.02,-4.46
1063,21141,KY,Logan,12.84,13.07
1064,21143,KY,Lyon,31.71,36.31
1065,21145,KY,McCracken,13.25,13.92
1066,21147,KY,McCreary,-14.47,-11.74
1067,21149,KY,McLean,-18.45,-18.19
1068,21151,KY,Madison,17.65,11.4
1069,21153,KY,Magoffin,-14.05,-11.63
1070,21155,KY,Marion,-2.94,1.53
1071,21157,KY,Marshall,30.12,30.03
1072,21159,KY,Martin,-9.06,-3.44
1073,21161,KY,Mason,-15.3,-13.71
1074,21163,KY,Meade,30.9,36.07
1075,21165,KY,Menifee,-30.08,-32.13
1076,21167,KY,Mercer,17.93,16.75
1077,21169,KY,Metcalfe,-39.22,-39.51
1078,21171,KY,Monroe,58.82,62.32
1079,21173,KY,Montgomery,3.45,0.21
1080,21175,KY,Morgan,9.24,12.28
1081,21177,KY,Muhlenberg,3.02,3.53
1082,21179,KY,Nelson,-3.84,-6.46
1083,21181,KY,Nicholas,-20.41,-21.35
1084,21183,KY,Ohio,4.85,3.55
1085,21185,KY,Oldham,7.55,0.74
1086,21187,KY,Owen,21.57,22.97
1087,21189,KY,Owsley,-2.33,2.7
1088,21191,KY,Pendleton,11.01,11.34
1089,21193,KY,Perry,6.07,9.56
1090,21195,KY,Pike,-1.03,4.89
1091,21197,KY,Powell,-11.99,-10.73
1092,21199,KY,Pulaski,8.57,7.95
1093,21201,KY,Robertson,33.33,35.38
1094,21203,KY,Rockcastle,60.14,61.62
1095,21205,KY,Rowan,12.38,7.76
1096,21207,KY,Russell,-0.33,-1.6
1097,21209,KY,Scott,17.74,7.02
1098,21211,KY,Shelby,24.76,17.25
1099,21213,KY,Simpson,18.98,15.39
1100,21215,KY,Spencer,40.0,33.43
1101,21217,KY,Taylor,-19.34,-21.58
1102,21219,KY,Todd,25.0,28.62
1103,21221,KY,Trigg,21.67,23.23
1104,21223,KY,Trimble,20.0,22.32
1105,21225,KY,Union,3.64,3.43
1106,21227,KY,Warren,16.53,8.71
1107,21229,KY,Washington,-17.79,-20.19
1108,21231,KY,Wayne,0.41,2.23
1109,21233,KY,Webster,6.07,8.2
1110,21235,KY,Whitley,2.86,1.16
1111,21237,KY,Wolfe,-15.03,-14.97
1112,21239,KY,Woodford,15.46,10.84
1113,22001,LA,Acadia,5.74,4.51
1114,22003,LA,Allen,10.17,9.55
1115,22005,LA,Ascension,17.29,8.32
1116,22007,LA,Assumption,-13.71,-12.45
1117,22009,LA,Avoyelles,0.99,2.26
1118,22011,LA,Beauregard,6.42,4.56
1119,22013,LA,Bienville,7.17,8.8
1120,22015,LA,Bossier,21.45,17.73
1121,22017,LA,Caddo,4.7,8.17
1122,22019,LA,Calcasieu,16.09,12.55
1123,22021,LA,Caldwell,25.0,23.97
1124,22023,LA,Cameron,-4.0,-6.51
1125,22025,LA,Catahoula,4.51,8.42
1126,22027,LA,Claiborne,-6.18,-2.13
1127,22029,LA,Concordia,-7.6,-5.54
1128,22031,LA,De Soto,16.18,15.39
1129,22033,LA,East Baton Rouge,10.16,9.54
1130,22035,LA,East Carroll,-1.38,2.08
1131,22037,LA,East Feliciana,-11.44,-9.98
1132,22039,LA,Evangeline,-4.43,-4.42
1133,22041,LA,Franklin,1.48,2.64
1134,22043,LA,Grant,-3.72,-5.0
1135,22045,LA,Iberia,-4.55,-3.61
1136,22047,LA,Iberville,-9.63,-8.78
1137,22049,LA,Jackson,-10.34,-8.03
1138,22051,LA,Jefferson,5.66,4.97
1139,22053,LA,Jefferson Davis,-9.77,-9.71
1140,22055,LA,Lafayette,12.47,5.79
1141,22057,LA,Lafourche,-2.39,-3.66
1142,22059,LA,La Salle,-9.57,-10.33
1143,22061,LA,Lincoln,25.71,23.63
1144,22063,LA,Livingston,13.51,6.87
1145,22065,LA,Madison,-3.09,2.18
1146,22067,LA,Morehouse,-2.93,2.61
1147,22069,LA,Natchitoches,-11.21,-10.59
1148,22071,LA,Orleans,5.85,-0.17
1149,22073,LA,Ouachita,3.62,2.55
1150,22075,LA,Plaquemines,-6.84,-5.03
1151,22077,LA,Pointe Coupee,10.22,13.04
1152,22079,LA,Rapides,-4.78,-4.81
1153,22081,LA,Red River,0.0,5.06
1154,22083,LA,Richland,13.87,16.6
1155,22085,LA,Sabine,4.42,5.94
1156,22087,LA,St. Bernard,18.45,7.94
1157,22089,LA,St. Charles,9.87,9.37
1158,22091,LA,St. Helena,0.0,5.32
1159,22093,LA,St. James,39.7,40.77
1160,22095,LA,St. John the Baptist,3.07,5.73
1161,22097,LA,St. Landry,-3.69,-3.94
1162,22099,LA,St. Martin,2.66,0.22
1163,22101,LA,St. Mary,-7.33,-4.48
1164,22103,LA,St. Tammany,25.47,18.47
1165,22105,LA,Tangipahoa,5.91,0.02
1166,22107,LA,Tensas,-3.03,4.5
1167,22109,LA,Terrebonne,-3.61,-4.74
1168,22111,LA,Union,1.98,1.67
1169,22113,LA,Vermilion,-2.74,-5.13
1170,22115,LA,Vernon,-0.52,5.97
1171,22117,LA,Washington,-1.82,-1.05
1172,22119,LA,Webster,4.64,7.89
1173,22121,LA,West Baton Rouge,6.29,-0.67
1174,22123,LA,West Carroll,-7.69,-4.39
1175,22125,LA,West Feliciana,54.05,54.67
1176,22127,LA,Winn,-19.5,-16.0
1177,23001,ME,Androscoggin,-2.29,-2.03
1178,23003,ME,Aroostook,-12.07,-8.31
1179,23005,ME,Cumberland,-8.92,-11.46
1180,23007,ME,Franklin,-7.34,-5.4
1181,23009,ME,Hancock,1.83,2.09
1182,23011,ME,Kennebec,-6.86,-5.87
1183,23013,ME,Knox,3.65,3.45
1184,23015,ME,Lincoln,4.32,4.21
1185,23017,ME,Oxford,0.12,0.58
1186,23019,ME,Penobscot,-1.41,-0.15
1187,23021,ME,Piscataquis,-1.91,0.7
1188,23023,ME,Sagadahoc,2.47,2.23
1189,23025,ME,Somerset,-0.36,1.59
1190,23027,ME,Waldo,-3.46,-4.79
1191,23029,ME,Washington,-1.51,1.66
1192,23031,ME,York,1.66,-0.02
1193,24001,MD,Allegany,20.19,23.33
1194,24003,MD,Anne Arundel,18.12,14.4
1195,24005,MD,Baltimore,12.45,10.61
1196,24009,MD,Calvert,10.44,8.48
1197,24011,MD,Caroline,8.81,8.37
1198,24013,MD,Carroll,32.98,32.63
1199,24015,MD,Cecil,1.65,0.75
1200,24017,MD,Charles,22.22,16.71
1201,24019,MD,Dorchester,2.38,3.31
1202,24021,MD,Frederick,13.8,10.12
1203,24023,MD,Garrett,16.43,18.13
1204,24025,MD,Harford,10.01,8.95
1205,24027,MD,Howard,23.47,16.55
1206,24029,MD,Kent,51.85,55.4
1207,24031,MD,Montgomery,18.32,13.88
1208,24033,MD,Prince George's,12.08,8.76
1209,24035,MD,Queen Anne's,36.33,35.4
1210,24037,MD,St. Mary's,14.16,10.51
1211,24039,MD,Somerset,-16.49,-15.45
1212,24041,MD,Talbot,23.46,26.17
1213,24043,MD,Washington,8.92,8.12
1214,24045,MD,Wicomico,28.25,25.83
1215,24047,MD,Worcester,8.64,8.93
1216,24510,MD,Baltimore,-5.93,-4.9
1217,25001,MA,Barnstable,8.73,9.31
1218,25003,MA,Berkshire,3.29,5.82
1219,25005,MA,Bristol,6.4,5.02
1220,25007,MA,Dukes,22.62,21.16
1221,25009,MA,Essex,4.69,1.55
1222,25011,MA,Franklin,-2.66,-1.06
1223,25013,MA,Hampden,-0.9,-1.44
1224,25015,MA,Hampshire,-0.84,-2.08
1225,25017,MA,Middlesex,3.52,0.09
1226,25019,MA,Nantucket,33.33,24.73
1227,25021,MA,Norfolk,12.19,9.72
1228,25023,MA,Plymouth,6.04,3.19
1229,25025,MA,Suffolk,0.01,-5.06
1230,25027,MA,Worcester,8.16,6.39
1231,26001,MI,Alcona,-9.46,-6.98
1232,26003,MI,Alger,21.55,25.8
1233,26005,MI,Allegan,16.29,12.76
1234,26007,MI,Alpena,1.86,3.74
1235,26009,MI,Antrim,23.53,24.93
1236,26011,MI,Arenac,9.54,12.11
1237,26013,MI,Baraga,22.73,25.33
1238,26015,MI,Barry,-0.6,-1.79
1239,26017,MI,Bay,9.36,11.64
1240,26019,MI,Benzie,1.92,1.3
1241,26021,MI,Berrien,8.34,9.79
1242,26023,MI,Branch,11.32,12.46
1243,26025,MI,Calhoun,-0.68,-0.15
1244,26027,MI,Cass,-5.48,-4.3
1245,26029,MI,Charlevoix,15.38,14.72
1246,26031,MI,Cheboygan,-4.83,-3.2
1247,26033,MI,Chippewa,-0.75,2.38
1248,26035,MI,Clare,20.08,21.65
1249,26037,MI,Clinton,13.07,10.33
1250,26039,MI,Crawford,6.32,8.37
1251,26041,MI,Delta,-24.24,-22.81
1252,26043,MI,Dickinson,7.84,10.74
1253,26045,MI,Eaton,15.14,13.93
1254,26047,MI,Emmet,-8.62,-9.36
1255,26049,MI,Genesee,-3.24,-0.92
1256,26051,MI,Gladwin,31.61,33.51
1257,26053,MI,Gogebic,53.02,61.46
1258,26055,MI,Grand Traverse,11.0,7.42
1259,26057,MI,Gratiot,-2.53,-0.49
1260,26059,MI,Hillsdale,-19.59,-18.79
1261,26061,MI,Houghton,14.94,14.83
1262,26063,MI,Huron,10.45,13.89
1263,26065,MI,Ingham,1.02,-1.2
1264,26067,MI,Ionia,10.37,9.87
