,FIPS,State,County,PCH_REDEMP_SNAPS_12_16,PCH_SNAP_12_16
518,13267,GA,Tattnall,-6.472373071,-2.98034946
519,13269,GA,Taylor,-36.75875623,-2.98034946
520,13271,GA,Telfair,-17.58042496,-2.98034946
521,13273,GA,Terrell,19.8815105,-2.98034946
522,13275,GA,Thomas,-13.00506623,-2.98034946
523,13277,GA,Tift,-11.207759699999999,-2.98034946
524,13279,GA,Toombs,-9.265754157,-2.98034946
525,13281,GA,Towns,-32.47045109,-2.98034946
526,13283,GA,Treutlen,-22.65570516,-2.98034946
527,13285,GA,Troup,-32.33185481,-2.98034946
528,13287,GA,Turner,-29.85387911,-2.98034946
529,13289,GA,Twiggs,-31.17055244,-2.98034946
530,13291,GA,Union,-30.16442961,-2.98034946
531,13293,GA,Upson,-28.02362173,-2.98034946
532,13295,GA,Walker,-18.43165207,-2.98034946
533,13297,GA,Walton,-16.37748825,-2.98034946
534,13299,GA,Ware,-12.96393987,-2.98034946
535,13301,GA,Warren,-25.42390494,-2.98034946
536,13303,GA,Washington,-32.96947308,-2.98034946
537,13305,GA,Wayne,-2.093243519,-2.98034946
538,13307,GA,Webster,,-2.98034946
539,13309,GA,Wheeler,-21.3935182,-2.98034946
540,13311,GA,White,-18.67150552,-2.98034946
541,13313,GA,Whitfield,-24.36203699,-2.98034946
542,13315,GA,Wilcox,-19.75114007,-2.98034946
543,13317,GA,Wilkes,-30.543699100000005,-2.98034946
544,13319,GA,Wilkinson,-6.111755829,-2.98034946
545,13321,GA,Worth,-5.263740493999999,-2.98034946
546,15001,HI,Hawaii,4.502801251,-0.57803392
547,15003,HI,Honolulu,6.064750406,-0.57803392
548,15005,HI,Kalawao,,-0.57803392
549,15007,HI,Kauai,-4.912253669,-0.57803392
550,15009,HI,Maui,-21.70790396,-0.57803392
551,16001,ID,Ada,-37.26930038,-3.6995693519999997
552,16003,ID,Adams,4.836885956000001,-3.6995693519999997
553,16005,ID,Bannock,-32.56007642,-3.6995693519999997
554,16007,ID,Bear Lake,14.95658787,-3.6995693519999997
555,16009,ID,Benewah,-43.24859304,-3.6995693519999997
556,16011,ID,Bingham,-44.37627946,-3.6995693519999997
557,16013,ID,Blaine,-47.35535141,-3.6995693519999997
558,16015,ID,Boise,-59.87706258,-3.6995693519999997
559,16017,ID,Bonner,-22.90942943,-3.6995693519999997
560,16019,ID,Bonneville,-41.46960335,-3.6995693519999997
561,16021,ID,Boundary,-20.85774849,-3.6995693519999997
562,16023,ID,Butte,,-3.6995693519999997
563,16025,ID,Camas,,-3.6995693519999997
564,16027,ID,Canyon,-36.63358845,-3.6995693519999997
565,16029,ID,Caribou,-7.808865477,-3.6995693519999997
566,16031,ID,Cassia,-41.71581445,-3.6995693519999997
567,16033,ID,Clark,,-3.6995693519999997
568,16035,ID,Clearwater,-7.485138928,-3.6995693519999997
569,16037,ID,Custer,-19.59226255,-3.6995693519999997
570,16039,ID,Elmore,-9.01332023,-3.6995693519999997
571,16041,ID,Franklin,,-3.6995693519999997
572,16043,ID,Fremont,-58.20622534,-3.6995693519999997
573,16045,ID,Gem,-23.611788100000002,-3.6995693519999997
574,16047,ID,Gooding,-46.09325645,-3.6995693519999997
575,16049,ID,Idaho,-37.4597534,-3.6995693519999997
576,16051,ID,Jefferson,-17.92209078,-3.6995693519999997
577,16053,ID,Jerome,-59.51935155,-3.6995693519999997
578,16055,ID,Kootenai,-24.90140414,-3.6995693519999997
579,16057,ID,Latah,-41.99191986,-3.6995693519999997
580,16059,ID,Lemhi,-29.84101064,-3.6995693519999997
581,16061,ID,Lewis,-44.34533962,-3.6995693519999997
582,16063,ID,Lincoln,,-3.6995693519999997
583,16065,ID,Madison,34.60295434,-3.6995693519999997
584,16067,ID,Minidoka,-35.60305783,-3.6995693519999997
585,16069,ID,Nez Perce,-24.60267276,-3.6995693519999997
586,16071,ID,Oneida,,-3.6995693519999997
587,16073,ID,Owyhee,-50.13498426,-3.6995693519999997
588,16075,ID,Payette,-18.24713253,-3.6995693519999997
589,16077,ID,Power,-42.90483608,-3.6995693519999997
590,16079,ID,Shoshone,-49.32694611,-3.6995693519999997
591,16081,ID,Teton,,-3.6995693519999997
592,16083,ID,Twin Falls,-47.08464254,-3.6995693519999997
593,16085,ID,Valley,-50.58445024,-3.6995693519999997
594,16087,ID,Washington,-13.54064695,-3.6995693519999997
595,17001,IL,Adams,-2.881499202,-0.034460334
596,17003,IL,Alexander,-41.86438602,-0.034460334
597,17005,IL,Bond,-12.985002099999999,-0.034460334
598,17007,IL,Boone,-15.74137699,-0.034460334
599,17009,IL,Brown,11.84970295,-0.034460334
600,17011,IL,Bureau,-2.528887877,-0.034460334
601,17013,IL,Calhoun,,-0.034460334
602,17015,IL,Carroll,-28.14794235,-0.034460334
603,17017,IL,Cass,-0.59493473,-0.034460334
604,17019,IL,Champaign,-15.89692782,-0.034460334
605,17021,IL,Christian,-6.451726133999999,-0.034460334
606,17023,IL,Clark,-17.10053412,-0.034460334
607,17025,IL,Clay,9.177637585,-0.034460334
608,17027,IL,Clinton,-5.22906813,-0.034460334
609,17029,IL,Coles,-9.169819485,-0.034460334
610,17031,IL,Cook,-5.029945312,-0.034460334
611,17033,IL,Crawford,-9.640634523,-0.034460334
612,17035,IL,Cumberland,-25.38633731,-0.034460334
613,17037,IL,DeKalb,-14.88274823,-0.034460334
614,17039,IL,De Witt,-11.24244713,-0.034460334
615,17041,IL,Douglas,-21.49389467,-0.034460334
616,17043,IL,DuPage,-8.415984677,-0.034460334
617,17045,IL,Edgar,-29.17373875,-0.034460334
618,17047,IL,Edwards,-14.10898207,-0.034460334
619,17049,IL,Effingham,-28.22055154,-0.034460334
620,17051,IL,Fayette,-1.5574731880000001,-0.034460334
621,17053,IL,Ford,-22.21472495,-0.034460334
622,17055,IL,Franklin,-23.56672403,-0.034460334
623,17057,IL,Fulton,1.156738153,-0.034460334
624,17059,IL,Gallatin,,-0.034460334
625,17061,IL,Greene,-9.333080076,-0.034460334
626,17063,IL,Grundy,-10.65575949,-0.034460334
627,17065,IL,Hamilton,-22.08796123,-0.034460334
628,17067,IL,Hancock,-6.964675991,-0.034460334
629,17069,IL,Hardin,,-0.034460334
630,17071,IL,Henderson,11.72089891,-0.034460334
631,17073,IL,Henry,-1.977107446,-0.034460334
632,17075,IL,Iroquois,-6.107091862000001,-0.034460334
633,17077,IL,Jackson,-24.29740345,-0.034460334
634,17079,IL,Jasper,-8.343796343,-0.034460334
635,17081,IL,Jefferson,-10.15659908,-0.034460334
636,17083,IL,Jersey,-23.92759023,-0.034460334
637,17085,IL,Jo Daviess,-31.49983855,-0.034460334
638,17087,IL,Johnson,-67.73260957,-0.034460334
639,17089,IL,Kane,-20.01139054,-0.034460334
640,17091,IL,Kankakee,-22.1229766,-0.034460334
641,17093,IL,Kendall,5.384565157000001,-0.034460334
642,17095,IL,Knox,-3.59943196,-0.034460334
643,17097,IL,Lake,-15.81079874,-0.034460334
644,17099,IL,LaSalle,-4.709849909,-0.034460334
645,17101,IL,Lawrence,-5.75110502,-0.034460334
646,17103,IL,Lee,-13.47002901,-0.034460334
647,17105,IL,Livingston,3.173800045,-0.034460334
648,17107,IL,Logan,-6.599527712,-0.034460334
649,17109,IL,McDonough,-2.6593635769999997,-0.034460334
650,17111,IL,McHenry,-15.70171868,-0.034460334
651,17113,IL,McLean,-3.823498493,-0.034460334
652,17115,IL,Macon,-6.85956044,-0.034460334
653,17117,IL,Macoupin,-16.03127101,-0.034460334
654,17119,IL,Madison,-11.35356858,-0.034460334
655,17121,IL,Marion,-6.532180026,-0.034460334
656,17123,IL,Marshall,-30.13160834,-0.034460334
657,17125,IL,Mason,6.084035132,-0.034460334
658,17127,IL,Massac,-10.82819308,-0.034460334
659,17129,IL,Menard,-22.53415097,-0.034460334
660,17131,IL,Mercer,20.90325128,-0.034460334
661,17133,IL,Monroe,26.26881493,-0.034460334
662,17135,IL,Montgomery,-1.2468671390000001,-0.034460334
663,17137,IL,Morgan,2.1543833709999998,-0.034460334
664,17139,IL,Moultrie,-11.02062586,-0.034460334
665,17141,IL,Ogle,-11.159398699999999,-0.034460334
666,17143,IL,Peoria,-2.890845718,-0.034460334
667,17145,IL,Perry,5.366221988,-0.034460334
668,17147,IL,Piatt,-9.577536542,-0.034460334
669,17149,IL,Pike,-19.10566407,-0.034460334
670,17151,IL,Pope,,-0.034460334
671,17153,IL,Pulaski,-38.34693758,-0.034460334
672,17155,IL,Putnam,-20.72863257,-0.034460334
673,17157,IL,Randolph,-8.926865811,-0.034460334
674,17159,IL,Richland,-22.39771531,-0.034460334
675,17161,IL,Rock Island,1.5005062519999999,-0.034460334
676,17163,IL,St. Clair,-4.466439058,-0.034460334
677,17165,IL,Saline,-16.77533685,-0.034460334
678,17167,IL,Sangamon,-7.646107386000001,-0.034460334
679,17169,IL,Schuyler,-9.201218828,-0.034460334
680,17171,IL,Scott,-14.81538039,-0.034460334
681,17173,IL,Shelby,-10.18640482,-0.034460334
682,17175,IL,Stark,33.60888609,-0.034460334
683,17177,IL,Stephenson,-17.936441100000003,-0.034460334
684,17179,IL,Tazewell,-12.38791291,-0.034460334
685,17181,IL,Union,-5.406965681,-0.034460334
686,17183,IL,Vermilion,-5.715640818,-0.034460334
687,17185,IL,Wabash,-20.46159662,-0.034460334
688,17187,IL,Warren,-21.11706624,-0.034460334
689,17189,IL,Washington,-9.635710648,-0.034460334
690,17191,IL,Wayne,-13.50288442,-0.034460334
691,17193,IL,White,-18.68331307,-0.034460334
692,17195,IL,Whiteside,-6.7661216,-0.034460334
693,17197,IL,Will,-15.00858477,-0.034460334
694,17199,IL,Williamson,-23.25151435,-0.034460334
695,17201,IL,Winnebago,-15.48717838,-0.034460334
696,17203,IL,Woodford,-10.8099454,-0.034460334
697,18001,IN,Adams,-31.58762388,-2.932260938
698,18003,IN,Allen,-40.72378162,-2.932260938
699,18005,IN,Bartholomew,-35.89255362,-2.932260938
700,18007,IN,Benton,-22.64215316,-2.932260938
701,18009,IN,Blackford,-19.61164516,-2.932260938
702,18011,IN,Boone,-49.19885304,-2.932260938
703,18013,IN,Brown,-10.12177439,-2.932260938
704,18015,IN,Carroll,-33.92510015,-2.932260938
705,18017,IN,Cass,-39.914617299999996,-2.932260938
706,18019,IN,Clark,-32.81535749,-2.932260938
707,18021,IN,Clay,-30.40462372,-2.932260938
708,18023,IN,Clinton,-28.17082131,-2.932260938
709,18025,IN,Crawford,-45.11918553,-2.932260938
710,18027,IN,Daviess,-40.73226444,-2.932260938
711,18029,IN,Dearborn,-41.15814767,-2.932260938
712,18031,IN,Decatur,-49.45430899,-2.932260938
713,18033,IN,DeKalb,-37.99888964,-2.932260938
714,18035,IN,Delaware,-33.43292369,-2.932260938
715,18037,IN,Dubois,-40.95908986,-2.932260938
716,18039,IN,Elkhart,-44.71659802,-2.932260938
717,18041,IN,Fayette,-38.22122041,-2.932260938
718,18043,IN,Floyd,-33.98911425,-2.932260938
719,18045,IN,Fountain,-28.62703127,-2.932260938
720,18047,IN,Franklin,-50.31328092,-2.932260938
721,18049,IN,Fulton,-51.759915899999996,-2.932260938
722,18051,IN,Gibson,-34.32872969,-2.932260938
723,18053,IN,Grant,-25.93375622,-2.932260938
724,18055,IN,Greene,-24.06984427,-2.932260938
725,18057,IN,Hamilton,-40.34700346,-2.932260938
726,18059,IN,Hancock,-41.97611204,-2.932260938
727,18061,IN,Harrison,-49.85044647,-2.932260938
728,18063,IN,Hendricks,-51.23507232,-2.932260938
729,18065,IN,Henry,-42.61513235,-2.932260938
730,18067,IN,Howard,-35.85245607,-2.932260938
731,18069,IN,Huntington,-32.19270426,-2.932260938
732,18071,IN,Jackson,-36.46042782,-2.932260938
733,18073,IN,Jasper,-34.2207289,-2.932260938
734,18075,IN,Jay,-33.96348661,-2.932260938
735,18077,IN,Jefferson,-44.34139257,-2.932260938
736,18079,IN,Jennings,-40.36433091,-2.932260938
737,18081,IN,Johnson,-25.51220318,-2.932260938
738,18083,IN,Knox,-20.39292813,-2.932260938
739,18085,IN,Kosciusko,-43.06960253,-2.932260938
740,18087,IN,LaGrange,-34.74192723,-2.932260938
741,18089,IN,Lake,-24.62845665,-2.932260938
742,18091,IN,LaPorte,-29.97570985,-2.932260938
743,18093,IN,Lawrence,-46.5497003,-2.932260938
744,18095,IN,Madison,-28.79552275,-2.932260938
745,18097,IN,Marion,-37.06120486,-2.932260938
746,18099,IN,Marshall,-34.41551784,-2.932260938
747,18101,IN,Martin,-53.96412805,-2.932260938
748,18103,IN,Miami,-29.76874153,-2.932260938
749,18105,IN,Monroe,-31.68547858,-2.932260938
750,18107,IN,Montgomery,-50.18165035,-2.932260938
751,18109,IN,Morgan,-20.26298071,-2.932260938
752,18111,IN,Newton,-32.86037672,-2.932260938
753,18113,IN,Noble,-26.3530027,-2.932260938
754,18115,IN,Ohio,,-2.932260938
755,18117,IN,Orange,-37.38263089,-2.932260938
756,18119,IN,Owen,-30.68464457,-2.932260938
757,18121,IN,Parke,-58.31282129,-2.932260938
758,18123,IN,Perry,-19.83136713,-2.932260938
759,18125,IN,Pike,-12.04236132,-2.932260938
760,18127,IN,Porter,-26.07793386,-2.932260938
761,18129,IN,Posey,-32.47994621,-2.932260938
762,18131,IN,Pulaski,-35.25185782,-2.932260938
763,18133,IN,Putnam,-48.97719479,-2.932260938
764,18135,IN,Randolph,-30.53321488,-2.932260938
765,18137,IN,Ripley,-36.50485099,-2.932260938
766,18139,IN,Rush,-17.95530422,-2.932260938
767,18141,IN,St. Joseph,-36.96135495,-2.932260938
768,18143,IN,Scott,-29.76318521,-2.932260938
769,18145,IN,Shelby,-46.39967675,-2.932260938
770,18147,IN,Spencer,-43.96407827,-2.932260938
771,18149,IN,Starke,-40.60312271,-2.932260938
772,18151,IN,Steuben,-38.13267484,-2.932260938
773,18153,IN,Sullivan,-23.05410339,-2.932260938
774,18155,IN,Switzerland,-21.20020598,-2.932260938
775,18157,IN,Tippecanoe,-36.62616995,-2.932260938
776,18159,IN,Tipton,-55.09510506,-2.932260938
777,18161,IN,Union,-54.90380227,-2.932260938
778,18163,IN,Vanderburgh,-31.11209439,-2.932260938
779,18165,IN,Vermillion,-21.97421865,-2.932260938
780,18167,IN,Vigo,-36.62532519,-2.932260938
781,18169,IN,Wabash,-29.09571783,-2.932260938
782,18171,IN,Warren,,-2.932260938
783,18173,IN,Warrick,-23.46881532,-2.932260938
784,18175,IN,Washington,-15.140751199999999,-2.932260938
785,18177,IN,Wayne,-40.53366549,-2.932260938
786,18179,IN,Wells,-41.84817846,-2.932260938
787,18181,IN,White,-39.15605479999999,-2.932260938
788,18183,IN,Whitley,-48.89945603,-2.932260938
789,19001,IA,Adair,-30.39946728,-1.274559542
790,19003,IA,Adams,-3.26902335,-1.274559542
791,19005,IA,Allamakee,-32.36556016,-1.274559542
792,19007,IA,Appanoose,-7.154970747,-1.274559542
793,19009,IA,Audubon,-15.683665300000001,-1.274559542
794,19011,IA,Benton,-37.83881198,-1.274559542
795,19013,IA,Black Hawk,-15.96888312,-1.274559542
796,19015,IA,Boone,-9.008921581000001,-1.274559542
797,19017,IA,Bremer,-32.52401406,-1.274559542
798,19019,IA,Buchanan,-33.18009191,-1.274559542
799,19021,IA,Buena Vista,-5.1582164210000006,-1.274559542
800,19023,IA,Butler,-2.1656851969999997,-1.274559542
801,19025,IA,Calhoun,-2.926348252,-1.274559542
802,19027,IA,Carroll,-38.71864592,-1.274559542
803,19029,IA,Cass,-4.693403462,-1.274559542
804,19031,IA,Cedar,-26.291444800000004,-1.274559542
805,19033,IA,Cerro Gordo,-29.09554343,-1.274559542
806,19035,IA,Cherokee,-16.13580571,-1.274559542
807,19037,IA,Chickasaw,-5.685426173,-1.274559542
808,19039,IA,Clarke,-34.70992919,-1.274559542
809,19041,IA,Clay,-31.73531027,-1.274559542
810,19043,IA,Clayton,-30.00892886,-1.274559542
811,19045,IA,Clinton,-20.09467344,-1.274559542
812,19047,IA,Crawford,1.4842079590000001,-1.274559542
813,19049,IA,Dallas,-20.35913107,-1.274559542
814,19051,IA,Davis,-9.204300082,-1.274559542
815,19053,IA,Decatur,-27.13178024,-1.274559542
816,19055,IA,Delaware,38.58393042,-1.274559542
817,19057,IA,Des Moines,-33.48172303,-1.274559542
818,19059,IA,Dickinson,-13.68370829,-1.274559542
819,19061,IA,Dubuque,-14.49355335,-1.274559542
820,19063,IA,Emmet,-2.688124437,-1.274559542
821,19065,IA,Fayette,-15.56882786,-1.274559542
822,19067,IA,Floyd,-18.82809277,-1.274559542
823,19069,IA,Franklin,-26.54539715,-1.274559542
824,19071,IA,Fremont,-39.12662562,-1.274559542
825,19073,IA,Greene,-10.1750868,-1.274559542
826,19075,IA,Grundy,-12.21736675,-1.274559542
827,19077,IA,Guthrie,27.47139736,-1.274559542
828,19079,IA,Hamilton,-2.9255038389999997,-1.274559542
829,19081,IA,Hancock,-13.31579916,-1.274559542
830,19083,IA,Hardin,-21.1111755,-1.274559542
831,19085,IA,Harrison,-45.66279903,-1.274559542
832,19087,IA,Henry,-18.61063914,-1.274559542
833,19089,IA,Howard,-15.92674728,-1.274559542
834,19091,IA,Humboldt,-17.76234278,-1.274559542
835,19093,IA,Ida,-42.00436434,-1.274559542
836,19095,IA,Iowa,-29.16766942,-1.274559542
837,19097,IA,Jackson,-27.29729823,-1.274559542
838,19099,IA,Jasper,-14.88190379,-1.274559542
839,19101,IA,Jefferson,-17.72584784,-1.274559542
840,19103,IA,Johnson,-34.25786132,-1.274559542
841,19105,IA,Jones,-12.20634875,-1.274559542
842,19107,IA,Keokuk,-34.62931677,-1.274559542
843,19109,IA,Kossuth,-25.61419412,-1.274559542
844,19111,IA,Lee,-30.37319944,-1.274559542
845,19113,IA,Linn,-15.16769959,-1.274559542
846,19115,IA,Louisa,-22.32638481,-1.274559542
847,19117,IA,Lucas,-25.10609772,-1.274559542
848,19119,IA,Lyon,-30.64573771,-1.274559542
849,19121,IA,Madison,-3.1093474110000003,-1.274559542
850,19123,IA,Mahaska,-18.24099836,-1.274559542
851,19125,IA,Marion,-10.81016058,-1.274559542
852,19127,IA,Marshall,-26.70079745,-1.274559542
853,19129,IA,Mills,-27.97049699,-1.274559542
854,19131,IA,Mitchell,-35.43840142,-1.274559542
855,19133,IA,Monona,-39.38150019,-1.274559542
856,19135,IA,Monroe,-2.445579071,-1.274559542
857,19137,IA,Montgomery,-27.32859764,-1.274559542
858,19139,IA,Muscatine,-19.361485100000003,-1.274559542
859,19141,IA,O'Brien,-21.22366413,-1.274559542
860,19143,IA,Osceola,,-1.274559542
861,19145,IA,Page,29.7108392,-1.274559542
862,19147,IA,Palo Alto,-3.181520148,-1.274559542
863,19149,IA,Plymouth,-23.99252639,-1.274559542
864,19151,IA,Pocahontas,-12.98247668,-1.274559542
865,19153,IA,Polk,-19.64417835,-1.274559542
866,19155,IA,Pottawattamie,-28.84701757,-1.274559542
867,19157,IA,Poweshiek,-29.73955835,-1.274559542
868,19159,IA,Ringgold,-7.5139095010000005,-1.274559542
869,19161,IA,Sac,-11.513853300000001,-1.274559542
870,19163,IA,Scott,-19.8470025,-1.274559542
871,19165,IA,Shelby,-22.89819106,-1.274559542
872,19167,IA,Sioux,-19.08522619,-1.274559542
873,19169,IA,Story,-30.415551300000004,-1.274559542
874,19171,IA,Tama,-27.28880362,-1.274559542
875,19173,IA,Taylor,-16.91434522,-1.274559542
876,19175,IA,Union,-24.49237811,-1.274559542
877,19177,IA,Van Buren,49.87711092,-1.274559542
878,19179,IA,Wapello,-18.49803337,-1.274559542
879,19181,IA,Warren,-24.86717761,-1.274559542
880,19183,IA,Washington,-46.92000421,-1.274559542
881,19185,IA,Wayne,23.48053223,-1.274559542
882,19187,IA,Webster,-9.180310816,-1.274559542
883,19189,IA,Winnebago,-18.01427295,-1.274559542
884,19191,IA,Winneshiek,-32.25115295,-1.274559542
885,19193,IA,Woodbury,-17.18596938,-1.274559542
886,19195,IA,Worth,-20.83860361,-1.274559542
887,19197,IA,Wright,-29.76636795,-1.274559542
888,20001,KS,Allen,-25.01683735,-1.9471134319999999
889,20003,KS,Anderson,,-1.9471134319999999
890,20005,KS,Atchison,-29.54756786,-1.9471134319999999
891,20007,KS,Barber,,-1.9471134319999999
892,20009,KS,Barton,-25.01675141,-1.9471134319999999
893,20011,KS,Bourbon,-38.91370352,-1.9471134319999999
894,20013,KS,Brown,-21.51861594,-1.9471134319999999
895,20015,KS,Butler,-26.847700800000002,-1.9471134319999999
896,20017,KS,Chase,,-1.9471134319999999
897,20019,KS,Chautauqua,-13.71350017,-1.9471134319999999
898,20021,KS,Cherokee,-41.11388864,-1.9471134319999999
899,20023,KS,Cheyenne,,-1.9471134319999999
900,20025,KS,Clark,,-1.9471134319999999
901,20027,KS,Clay,-45.42008505,-1.9471134319999999
902,20029,KS,Cloud,-40.30623496,-1.9471134319999999
903,20031,KS,Coffey,-33.16484228,-1.9471134319999999
904,20033,KS,Comanche,,-1.9471134319999999
905,20035,KS,Cowley,-21.90671567,-1.9471134319999999
906,20037,KS,Crawford,-25.70294146,-1.9471134319999999
907,20039,KS,Decatur,,-1.9471134319999999
908,20041,KS,Dickinson,-35.87605134,-1.9471134319999999
909,20043,KS,Doniphan,10.00877976,-1.9471134319999999
910,20045,KS,Douglas,-45.48738775,-1.9471134319999999
911,20047,KS,Edwards,,-1.9471134319999999
912,20049,KS,Elk,,-1.9471134319999999
913,20051,KS,Ellis,-27.86840128,-1.9471134319999999
914,20053,KS,Ellsworth,-48.35658901,-1.9471134319999999
915,20055,KS,Finney,-51.92403991,-1.9471134319999999
916,20057,KS,Ford,-33.12891395,-1.9471134319999999
917,20059,KS,Franklin,-51.41091287,-1.9471134319999999
918,20061,KS,Geary,-42.47156951,-1.9471134319999999
919,20063,KS,Gove,,-1.9471134319999999
920,20065,KS,Graham,,-1.9471134319999999
921,20067,KS,Grant,-42.88656973,-1.9471134319999999
922,20069,KS,Gray,-47.94295298,-1.9471134319999999
923,20071,KS,Greeley,,-1.9471134319999999
924,20073,KS,Greenwood,-16.34295416,-1.9471134319999999
925,20075,KS,Hamilton,,-1.9471134319999999
926,20077,KS,Harper,-14.19249468,-1.9471134319999999
927,20079,KS,Harvey,-45.74001193,-1.9471134319999999
928,20081,KS,Haskell,,-1.9471134319999999
929,20083,KS,Hodgeman,,-1.9471134319999999
930,20085,KS,Jackson,-11.05726964,-1.9471134319999999
931,20087,KS,Jefferson,-52.95977607,-1.9471134319999999
932,20089,KS,Jewell,,-1.9471134319999999
933,20091,KS,Johnson,-48.2382136,-1.9471134319999999
934,20093,KS,Kearny,,-1.9471134319999999
935,20095,KS,Kingman,-44.93145467,-1.9471134319999999
936,20097,KS,Kiowa,,-1.9471134319999999
937,20099,KS,Labette,-31.97749142,-1.9471134319999999
938,20101,KS,Lane,,-1.9471134319999999
939,20103,KS,Leavenworth,-35.33166877,-1.9471134319999999
940,20105,KS,Lincoln,,-1.9471134319999999
941,20107,KS,Linn,22.48729474,-1.9471134319999999
942,20109,KS,Logan,,-1.9471134319999999
943,20111,KS,Lyon,-48.97577596,-1.9471134319999999
944,20113,KS,McPherson,-46.4363094,-1.9471134319999999
945,20115,KS,Marion,-48.39412305,-1.9471134319999999
946,20117,KS,Marshall,-2.016277783,-1.9471134319999999
947,20119,KS,Meade,-18.65864655,-1.9471134319999999
948,20121,KS,Miami,-34.37942679,-1.9471134319999999
949,20123,KS,Mitchell,-37.34488528,-1.9471134319999999
950,20125,KS,Montgomery,-37.73291574,-1.9471134319999999
951,20127,KS,Morris,,-1.9471134319999999
952,20129,KS,Morton,,-1.9471134319999999
953,20131,KS,Nemaha,-21.5519308,-1.9471134319999999
954,20133,KS,Neosho,-37.04554543,-1.9471134319999999
955,20135,KS,Ness,,-1.9471134319999999
956,20137,KS,Norton,-31.43673118,-1.9471134319999999
957,20139,KS,Osage,-27.843030600000002,-1.9471134319999999
958,20141,KS,Osborne,,-1.9471134319999999
959,20143,KS,Ottawa,,-1.9471134319999999
960,20145,KS,Pawnee,-29.99000689,-1.9471134319999999
961,20147,KS,Phillips,-29.67478149,-1.9471134319999999
962,20149,KS,Pottawatomie,-32.67485437,-1.9471134319999999
963,20151,KS,Pratt,-2.6594181480000003,-1.9471134319999999
964,20153,KS,Rawlins,,-1.9471134319999999
965,20155,KS,Reno,-23.14374564,-1.9471134319999999
966,20157,KS,Republic,,-1.9471134319999999
967,20159,KS,Rice,-19.32447168,-1.9471134319999999
968,20161,KS,Riley,-37.61369978,-1.9471134319999999
969,20163,KS,Rooks,-6.795932946000001,-1.9471134319999999
970,20165,KS,Rush,,-1.9471134319999999
971,20167,KS,Russell,-42.90384719,-1.9471134319999999
972,20169,KS,Saline,-32.50262233,-1.9471134319999999
973,20171,KS,Scott,-49.22851526,-1.9471134319999999
974,20173,KS,Sedgwick,-29.49437051,-1.9471134319999999
975,20175,KS,Seward,-38.70525248,-1.9471134319999999
976,20177,KS,Shawnee,-31.29634685,-1.9471134319999999
977,20179,KS,Sheridan,,-1.9471134319999999
978,20181,KS,Sherman,,-1.9471134319999999
979,20183,KS,Smith,-7.59228873,-1.9471134319999999
980,20185,KS,Stafford,,-1.9471134319999999
981,20187,KS,Stanton,,-1.9471134319999999
982,20189,KS,Stevens,,-1.9471134319999999
983,20191,KS,Sumner,-29.25620607,-1.9471134319999999
984,20193,KS,Thomas,-34.50498904,-1.9471134319999999
985,20195,KS,Trego,,-1.9471134319999999
986,20197,KS,Wabaunsee,,-1.9471134319999999
987,20199,KS,Wallace,,-1.9471134319999999
988,20201,KS,Washington,-45.29400263,-1.9471134319999999
989,20203,KS,Wichita,,-1.9471134319999999
990,20205,KS,Wilson,-23.154638000000002,-1.9471134319999999
991,20207,KS,Woodson,-42.71545877,-1.9471134319999999
992,20209,KS,Wyandotte,-27.369943100000004,-1.9471134319999999
993,21001,KY,Adair,-13.87792918,-4.865686522
994,21003,KY,Allen,-20.05800331,-4.865686522
995,21005,KY,Anderson,-49.0293395,-4.865686522
996,21007,KY,Ballard,-44.14010381,-4.865686522
997,21009,KY,Barren,-29.76429714,-4.865686522
998,21011,KY,Bath,62.21489952,-4.865686522
999,21013,KY,Bell,-22.87350958,-4.865686522
1000,21015,KY,Boone,-42.30883939,-4.865686522
1001,21017,KY,Bourbon,-38.09626622,-4.865686522
1002,21019,KY,Boyd,-23.17018596,-4.865686522
1003,21021,KY,Boyle,-42.86199135,-4.865686522
1004,21023,KY,Bracken,-19.17499688,-4.865686522
1005,21025,KY,Breathitt,-8.663555979,-4.865686522
1006,21027,KY,Breckinridge,-26.53295948,-4.865686522
1007,21029,KY,Bullitt,-31.32803635,-4.865686522
1008,21031,KY,Butler,14.665014000000001,-4.865686522
1009,21033,KY,Caldwell,-22.56671777,-4.865686522
1010,21035,KY,Calloway,-37.45342503,-4.865686522
1011,21037,KY,Campbell,-27.70639203,-4.865686522
1012,21039,KY,Carlisle,-21.10055749,-4.865686522
1013,21041,KY,Carroll,-45.520641299999994,-4.865686522
1014,21043,KY,Carter,-32.54742973,-4.865686522
1015,21045,KY,Casey,-18.215359399999997,-4.865686522
1016,21047,KY,Christian,-35.10367547,-4.865686522
1017,21049,KY,Clark,-26.06644612,-4.865686522
1018,21051,KY,Clay,-24.254042600000002,-4.865686522
1019,21053,KY,Clinton,-4.886086473,-4.865686522
1020,21055,KY,Crittenden,-47.97913874,-4.865686522
1021,21057,KY,Cumberland,-37.42743339,-4.865686522
1022,21059,KY,Daviess,-31.84523591,-4.865686522
1023,21061,KY,Edmonson,-24.86472313,-4.865686522
1024,21063,KY,Elliott,-39.49139921,-4.865686522
1025,21065,KY,Estill,-6.184042336,-4.865686522
1026,21067,KY,Fayette,-30.17651439,-4.865686522
